144926	450.0	375.0	300.0	0.0091380989	7.56
144923	500.0	250.0	0.0	0.0051936498	8.02
144927	500.0	375.0	250.0	0.0051936498	8.02
157977	517.5	500.0	482.5	0.0044040722	8.10
157974	550.0	375.0	200.0	0.0031285346	8.54
157978	550.0	500.0	450.0	0.0031285346	8.54
157979	575.0	500.0	425.0	0.0024304809	8.57
157975	625.0	375.0	125.0	0.0014487567	8.91
157980	625.0	500.0	375.0	0.0014487567	8.91
157983	642.5	625.0	607.5	0.0012277695	8.93
157981	675.0	500.0	325.0	0.0009216880	9.17
157984	675.0	625.0	575.0	0.0009216880	9.17
157985	700.0	625.0	550.0	0.0007465705	9.44
157976	750.0	375.0	0.0	0.0004565463	9.35
157982	750.0	500.0	250.0	0.0004565463	9.35
157986	750.0	625.0	500.0	0.0004565463	9.35
164374	100.0	0.0	0.0	0.168561	7.56
164375	100.0	0.0	50.0	0.168561	7.56
164376	150.0	0.0	0.0	0.035412	6.37
164377	150.0	0.0	50.0	0.035412	6.37
164378	150.0	0.0	100.0	0.035412	6.37
164379	200.0	0.0	0.0	0.011480	6.40
164380	200.0	0.0	50.0	0.011480	6.40
164381	200.0	0.0	100.0	0.011480	6.40
164382	200.0	0.0	150.0	0.011480	6.40
164383	250.0	0.0	0.0	0.004581	6.23
164384	250.0	0.0	50.0	0.004581	6.23
164385	250.0	0.0	100.0	0.004581	6.23
164386	250.0	0.0	150.0	0.004581	6.23
164387	250.0	0.0	200.0	0.004581	6.23
164388	300.0	0.0	0.0	0.002066	6.62
164389	300.0	0.0	50.0	0.002066	6.62
164390	300.0	0.0	100.0	0.002066	6.62
164391	300.0	0.0	150.0	0.002066	6.62
164392	300.0	0.0	200.0	0.002066	6.62
164393	300.0	0.0	250.0	0.002066	6.62
164394	350.0	0.0	0.0	0.001032	7.03
164395	350.0	0.0	50.0	0.001032	7.03
164396	350.0	0.0	100.0	0.001032	7.03
164397	350.0	0.0	150.0	0.001032	7.03
164398	350.0	0.0	200.0	0.001032	7.03
164399	350.0	0.0	250.0	0.001032	7.03
164400	350.0	0.0	300.0	0.001032	7.03
164401	400.0	0.0	0.0	0.000546	7.67
164402	400.0	0.0	50.0	0.000546	7.67
164403	400.0	0.0	100.0	0.000546	7.67
164404	400.0	0.0	150.0	0.000546	7.67
164405	400.0	0.0	200.0	0.000546	7.67
164406	400.0	0.0	250.0	0.000546	7.67
164407	400.0	0.0	300.0	0.000546	7.67
164408	400.0	0.0	350.0	0.000546	7.67
164409	450.0	0.0	0.0	0.000298	7.56
164410	450.0	0.0	50.0	0.000298	7.56
164411	450.0	0.0	100.0	0.000298	7.56
164412	450.0	0.0	150.0	0.000298	7.56
164413	450.0	0.0	200.0	0.000298	7.56
164414	450.0	0.0	250.0	0.000298	7.56
164415	450.0	0.0	300.0	0.000298	7.56
164416	450.0	0.0	350.0	0.000298	7.56
164417	450.0	0.0	400.0	0.000298	7.56
164418	500.0	0.0	0.0	0.000169	8.02
164419	500.0	0.0	100.0	0.000169	8.02
164420	500.0	0.0	200.0	0.000169	8.02
164421	500.0	0.0	300.0	0.000169	8.02
164422	500.0	0.0	400.0	0.000169	8.02
164423	500.0	0.0	450.0	0.000169	8.02
