200842 	0.1931567
200863 	3.29924
200913 	2.281076
200926 	8.425155
200965 	1.148524
200967 	17.2079802
200982 	3.6060123
200987 	51.53949
201006 	39.901698
201052 	19.34829
201113 	35.2426
201120 	16.49326
201138 	47.12146
201190 	34.829026
201191 	42.77432
201257 	81.0377
201269 	73.18231
201280 	10.40795
201289 	77.94192
201489 	52.56408
201494 	39.90862
201555 	36.277952
201556 	115.63492
202660 	0.839563
202668 	22.8326285
202712 	28.784255
202740 	6.11606
202798 	48.56559
202965 	17.2306
202991 	37.85125
203027 	86.1799
203169 	4.92192
203191 	5.7773
203195 	43.70867
203228 	24.4051
203256 	5.15435
203258 	115.23051
203277 	43.0219
203335 	57.5698
203336 	95.41992
203353 	92.282
203432 	62.983094
203454 	15.62873
203456 	38.7408
203523 	19.59221
203524 	68.0629
203602 	162.2893
203605 	6.33408
203636 	176.17269
203680 	75.7448
203719 	103.8605
203739 	94.5222
203745 	103.02693
203760 	7.9191
203779 	84.931319
203792 	6.81092
203875 	18.354642
203876 	152.955
203934 	126.52622
204025 	24.1214
204026 	113.924687
204071 	32.479514
204073 	69.730482
204134 	28.942266
204153 	56.08425098
204158 	144.3253
204240 	161.22288
204265 	225.8539
204416 	85.05525
204442 	14.4712
204474 	116.01843
204564 	194.916
204633 	49.6437
204668 	154.1832
204726 	31.8738
204763 	189.8756
204769 	105.981
204772 	81.8364
204796 	9.10769
204853 	41.14648
204857 	23.9447
204910 	107.9496
204932 	132.3879
204954 	69.518
204955 	88.3266
204976 	64.5618
205010 	36.92771
205016 	95.4308
205017 	71.7701
205055 	191.868545
205071 	224.843268
205112 	63.2917
205113 	40.60175
206368 	33.7602
206369 	98.0646
206409 	143.334
206497 	6.58062
206573 	22.6172
206614 	20.2054
206955 	22.141
206962 	137.67957
206971 	109.8242
207044 	56.594478
207046 	117.14478
207221 	167.3536
207262 	17.4228
207304 	108.656
207306 	69.9215
207332 	161.54732
207397 	141.80155
207447 	167.5138
207490 	114.5631
207528 	7.42442
207531 	23.9159
207532 	63.48813611
207582 	58.1238
207589 	70.26253
207620 	177.4561
207664 	91.90081
207696 	128.8015678
207749 	70.6298
207772 	17.0269
207800 	1.90037
207809 	155.29452
207845 	51.46335
207864 	27.820756
207865 	82.6876
207931 	16.1848
207934 	128.8042
207975 	53.841986
207982 	113.9599
208123 	66.7747
208126 	24.9176
208179 	5.78019
208184 	98.8083977
208189 	37.248773
208258 	87.7897361
208261 	97.3678
208354 	126.925211
208485 	137.9937
208631 	0.73277
208642 	3.5111
208662 	141.3307
208705 	2.20005
208717 	47.0504
208720 	20.9646
208780 	41.64728
208781 	141.0207
208811 	209.87317
208870 	11.8789
208930 	54.12532
208931 	98.762802
208970 	100.2542
208982 	169.18393
209024 	0
209025 	7.87036
209074 	62.14705
209084 	78.8736
209109 	126.1631
209161 	47.2087
209183 	168.36253
209214 	13.22269
209254 	122.682153
209265 	2.83496
209269 	52.9565
209353 	5.13338
209381 	163.207538
209550 	119.850751
209580 	161.3207
209608 	85.8161
209628 	82.8964
209629 	157.20227
209736 	123.61771
209776 	22.8154
209787 	97.90242503
209812 	107.22053
209864 	137.12574
209866 	7.13093
209899 	51.93125
209980 	166.5556
209995 	128.20783
210302 	156.91046
210308 	130.842
211620 	16.9753
211670 	17.87813
211697 	10.29193
211772 	97.206304
211787 	132.3606267
211867 	143.08578
211902 	16.51
211937 	105.78872
212034 	78.3901
212103 	5.1117515
212142 	50.449107
212144 	172.312383
212172 	165.82587
212199 	150.4841
212272 	139.4805
212619 	0.295088
212663 	41.68393
212687 	73.14428
212721 	114.68703
212742 	100.36883
212809 	14.344
212815 	146.87926
212858 	157.7178
212967 	98.26252
212993 	119.632949
213039 	139.926404
213079 	104.568078
213092 	79.79362
213130 	71.3954
213155 	49.6311
213157 	20.6716
213204 	18.44977
213250 	89.79
213359 	34.120858
213431 	79.39124
213479 	9.72125
213486 	144.582784
213539 	194.588157
213627 	27.07352
213640 	43.83992
213684 	27.01134
213695 	80.79364
213702 	46.0232
213754 	174.88834
213796 	74.980636
213816 	59.95764
213819 	69.20243
213900 	135.85586
213951 	94.39083
213964 	9.08088
213968 	30.1387
214021 	171.029396
214086 	186.401638
214160 	177.070562
214176 	63.357872
214216 	118.81753
214388 	20.74517
214390 	72.32574
214494 	142.32875
214523 	149.32678
214544 	127.6707
214553 	154.390324
214618 	60.37981
214651 	24.14407
214680 	163.4381556
214714 	7.99083
214721 	60.65867
214758 	154.6804156
214777 	132.48048
215027 	112.2847
215061 	35.320182
215063 	90.15773
215091 	144.635037
215414 	109.48465
215433 	107.69023
215456 	109.24152
215464 	155.374522
215473 	139.980877
215541 	66.193164
215571 	58.808948
215589 	65.18437
215643 	44.96297
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
